content,created_at,like_num,location,emotion
我沈农[打call][打call][打call],2023-06-01,0,来自吉林,中性
时间过得真快,2023-06-01,0,来自广东,积极
@不务正业的大lulu 看看母校辉煌时期,2023-06-01,0,来自四川,中性
医科院校普遍分数好高啊,2023-06-01,0,来自河南,消极
不要说分数低。那年代总分低，我考的那年，文科六门，只有语数是120满分，其他满分是100。,2023-06-01,0,来自福建,中性
@拾叁的眼神不大好使 左下角，海带又赢[赞],2023-06-01,0,来自山东,中性
@dREAMiNG-Of-YOU- @千秋楽qwert,2023-06-01,0,来自河北,中性
这分数可真是挺低的，当年全国一张卷，这在某些省，连本科线都不到,2023-06-01,0,来自天津,消极
应该是我邻居哥高考那一年 先估分报志愿 怕报清华北大滑档 就报了西安交大 不过后来他去清华读研了[二哈] 真的牛啊,2023-06-01,0,来自河南,中性
气死了我的南理工，去个锤子的南师,2023-06-01,0,来自江苏,消极
河南...都是泪,2023-06-01,0,来自河南,中性
白求恩医科大学是哪个啊,2023-06-01,0,来自山东,中性
西交很强,2023-06-01,0,来自广东,积极
河南97级，估分报志愿，分数出来555分，刚挂线，录了个大中专[泪][泪][泪],2023-06-01,0,来自河南,中性
看懂的都是人才,2023-06-01,0,来自山东,中性
南医高于清华,2023-06-01,0,来自江苏,中性
开学高三，虽然我没上过高中[二哈],2023-06-01,0,来自云南,中性
同年，不记得是不是全国统一卷了，先考、后估分、再报名，那年数学好难，很多同学志愿都报低了，不过清华、北大、浙大，才560、580多，离谱啊，我记得当初没有630都不敢报,2023-06-01,0,来自辽宁,消极
@梳碧湖畔打鱼郎,2023-06-01,0,来自山西,中性
对于志愿的不普及大众 很多人没有准确 报考 不然会有很多 人才吧。。。,2023-06-01,0,来自上海,中性
如果沒有去中专，这年也是我高考，遗憾,2023-06-01,0,来自江西,消极
西交竟然比清北还高？？？,2023-06-01,0,来自中国香港,中性
现在把5开头换成6开头就对了,2023-06-01,0,来自吉林,中性
叔叔阿姨好多啊[允悲][允悲],2023-06-01,0,来自广东,中性
天津大学的理科分数好高啊,2023-06-01,0,来自山东,中性
我刚出生[doge][doge],2023-06-01,0,来自吉林,中性
当年我们还只是财经大学[哈哈],2023-06-01,0,来自浙江,中性
看到这个我想哭,2023-06-01,0,来自广东,消极
那会我在读一年级[doge],2023-06-01,0,来自江苏,中性
那时候东华还是中国纺织大学呢[哇],2023-06-01,0,来自上海,中性
大家的评论都体现了雪峰老师的重要性,2023-06-01,0,来自河北,积极
烟台大学那么牛啊,2023-06-01,0,来自吉林,中性
山东医科大远超清华北大,2023-06-01,0,来自湖北,中性
我是这一年出生的[允悲],2023-06-01,0,来自湖北,中性
@M-ud nb[收到],2023-06-01,0,来自陕西,中性
[允悲],2023-06-01,0,来自广东,中性
东北石油大学的分数线直逼985,2023-06-01,0,来自黑龙江,中性
就是我们那年，立马存图。,2023-06-01,0,来自四川,积极
没空,2023-06-01,0,来自福建,消极
90年的大学生才是真的大学生,2023-06-01,0,来自湖北,中性
我擦，当时的石家庄铁道跟哈工大同一水平啊！,2023-06-01,0,来自河北,消极
1,2023-06-01,0,来自湖南,中性
华东政法分好高啊,2023-06-01,0,来自上海,中性
96年高考路过,2023-06-01,0,来自湖南,中性
清华565是认真的吗,2023-06-01,0,来自江苏,中性
我那一届,2023-06-01,0,来自青海,中性
[打call],2023-06-01,0,来自山东,中性
那是总分和现在也,2023-06-01,0,来自福建,中性
[偷笑][偷笑][偷笑]那一年我考得不怎么样，挂上车尾,2023-06-01,0,来自上海,中性
66,2023-06-01,0,来自辽宁,中性
对，那时候中考高考都得买报纸,2023-06-01,0,来自陕西,中性
家人们，鲁迅可以弃医从文，但是我们不能弃文从医[doge]，因为医学院不收文科生[doge],2023-06-01,0,来自江苏,中性
nashi那时候才7岁。,2023-06-01,0,来自广西,中性
本人99年河南高考，570，河南农业大学，二本。,2023-06-01,0,来自河南,中性
看了一眼自己学校的录取分数线，默默感叹：嗯，祖上富过[doge][doge],2023-06-01,1,来自陕西,中性
我2000年上北理，580,2023-06-01,0,来自甘肃,中性
理科一直这么卷？,2023-06-01,0,来自贵州,中性
清华北大理科这样,2023-06-01,0,来自四川,中性
我是后面一届,2023-06-01,0,来自江苏,积极
我摆交居然还有这么辉煌的时候，小压北理！,2023-06-01,0,来自北京,消极
79年入学的飘过,2023-05-31,0,来自上海,中性
没有人关注到石家庄铁道大学吗,2023-05-31,0,来自河北,中性
99年高考，四川考生路过,2023-05-31,0,来自江苏,中性
当年的湘大啊,2023-05-31,0,来自福建,中性
铁皮没落了,2023-05-31,0,来自河北,消极
我684，去了河南大学。[心],2023-05-31,0,来自浙江,中性
前几天在老家还找到一张电视报，96年的，在一本钓鱼杂志里夹着,2023-05-31,0,来自河南,中性
我高考那一年，怀念青春…,2023-05-31,0,来自宁夏,积极
就我们那一年的[good][good][good],2023-05-31,0,来自江苏,积极
我的辽工大！548，现在458了[泪],2023-05-31,0,来自中国,中性
[允悲],2023-05-31,0,来自山东,中性
我就是那年高考,2023-05-31,0,来自北京,中性
想当年的我贝壳,2023-05-31,0,来自山东,中性
哇，是我高考那年的，有意思,2023-05-31,0,来自江苏,积极
我鼠大当年的分好低啊[doge],2023-05-31,0,来自江苏,中性
张老师老的报纸省图书馆网站都有，存档应该,2023-05-31,1,来自浙江,中性
1999年参加高考对比就是1996年参加中考的那批人。中考考高中就已经是千军万马过独木桥了，本人就是那时中考没考上高中，考了个电力学校，三年后毕业，老天有眼赶上国家计划经济最后一批学生包分配，进入中国华能集团工作至今。,2023-05-31,0,来自山东,中性
那一年这张纸上所有学校都能去可是就是去不了[允悲],2023-05-31,0,来自北京,中性
第一年扩招，北大爆冷,2023-05-31,0,来自江苏,中性
河北重点线546 北京科技大学,2023-05-31,0,来自北京,中性
哇塞，原来我厦大上学时的舍长当年估计报清华就能上了。她真的很聪明。,2023-05-31,0,来自海南,积极
看到了母校[苦涩][苦涩][苦涩]想它[苦涩],2023-05-31,0,来自河北,中性
507,2023-05-31,0,来自河北,中性
我也是那一年高考，自己估分低了20分，志愿也没报好[苦涩][苦涩],2023-05-31,0,来自山东,消极
我们那年分数线也差不多这个样，510多都只能报考本三，专科都要四百多[允悲],2023-05-31,0,来自福建,消极
清华北大还比华东几高校低？不会搞笑吧？[doge],2023-05-31,0,来自广东,中性
98年高考的默默飘过[允悲],2023-05-31,0,来自广东,中性
看到了我的本科学校[允悲],2023-05-31,0,来自上海,中性
母校某老八校分数线吊打一众985[doge],2023-05-31,1,来自湖南,中性
扩招的第一年，满满的回忆杀，当年的考试情形依然历历在目。[哈哈][哈哈][哈哈],2023-05-31,0,来自吉林,消极
没有出生[苦涩],2023-05-31,0,来自云南,中性
那年大庆石油学院分数这么高呢,2023-05-31,1,来自黑龙江,中性
看到了我的母校[笑cry],2023-05-31,0,来自山东,中性
南昌大学 江西财经大学没落了,2023-05-31,0,来自北京,中性
无锡轻工还没有改名[允悲],2023-05-31,0,来自江苏,消极
[衰],2023-05-31,0,来自河南,中性
我94年高考[可怜],2023-05-31,0,来自山东,中性
法大第一诶,2023-05-31,0,来自湖南,中性
那年数学考试很难，最后三道大题得分的人很少[允悲]。。。,2023-05-31,0,来自安徽,中性
这时候正常[doge],2023-05-31,0,来自江苏,中性
证据支撑@没有人比我更懂杭之冯玥,2023-05-31,0,来自福建,中性
貌似没见一个河南的,2023-05-31,0,来自河南,中性
我05年高考文科600+，西南财经大学,2023-05-31,0,来自四川,中性
扬子晚报[允悲],2023-05-31,0,来自上海,中性
想当年 你的名字要能在上面出现 能光耀祖宗三代[开学季][开学季][开学季],2023-05-31,0,来自福建,中性
烟台大学当时这么厉害,2023-05-31,0,来自山东,消极
唉～我爸那会儿还是哈建大呢，现在快没人知道了,2023-05-31,1,来自澳大利亚,消极
北航分那么高？比清北高那么多，沈阳农大这分数线吓人啊,2023-05-31,0,来自辽宁,消极
雪峰啊雪峰，你太寂寞了,2023-05-31,0,来自广东,消极
088370,2023-05-31,0,来自河北,中性
加油加油,2023-05-31,0,来自江西,积极
1999年是我第三次参加高考，也是山东实行标准分的第四年（好像是），我考了586，本来考不上本科的，结果填报志愿时忽然说要扩招，本科线往下降50分填报志愿，我正好超过了两分，填了曲师大中文，居然录取了。然后大家就都知道了，越扩越多，万人大学纷纷出炉……,2023-05-31,1,来自山东,中性
1999年，正是我考上大学的那一年。估分少估20分，但仍然上了211一本，当时热门的专业。 感谢自己曾经在关键时候的拼搏，以及后来20几年的认真生活，总算没有辜负青春年华。,2023-05-31,0,来自北京,中性
那时志愿是开盲盒，先填写志愿然后考试，而且没有平行志愿[打call],2023-05-31,0,来自江苏,中性
说真的那一代人真的赶上好时候了,2023-05-31,0,来自山西,积极
还没出生[笑cry],2023-05-31,0,来自广东,中性
我当年考了542，全省前百[允悲],2023-05-31,0,来自俄罗斯,中性
竟然能看到我学校,2023-05-31,0,来自辽宁,中性
我晕，放到那时候，我根本考不上我的学校啊,2023-05-31,0,来自重庆,消极
我高考那年的报纸，满满的回忆啊[允悲],2023-05-31,0,来自天津,消极
电子电影游戏摧毁了很多人,2023-05-31,0,来自浙江,消极
99年，538，啥大学也上不了[汗],2023-05-31,0,来自山东,中性
我还没上幼儿园[裂开]哈哈,2023-05-31,0,来自江苏,中性
2011年我能上中国药科大学，1999年我还是能上中国药科大学，行吧，逃不掉[允悲]命中注定[允悲],2023-05-31,0,来自天津,中性
早五年  575  也能上一堆985,2023-05-31,0,来自湖南,中性
江苏98年高考南师大，谢谢你的报纸，证明了我老公同年苏大确实在南师大后头，哈哈哈哈,2023-05-31,0,来自江苏,积极
那一年有三志愿自费档了,2023-05-31,0,来自北京,中性
假如记忆可以移植吗[允悲],2023-05-31,0,来自辽宁,中性
当年我考了个560，居然没去985，也算是种遗憾吧,2023-05-31,0,来自江西,消极
南京大学分数线比清华高,2023-05-31,0,来自北京,中性
说明你老了,2023-05-31,0,来自浙江,中性
有没有1993年的[哈哈],2023-05-31,0,来自北京,中性
我有97的年,2023-05-31,0,来自黑龙江,中性
简直是爷青回啊[doge]清华这个事其他人说的不对，我来解释。我是00级，那时候江苏先考，再估分填志愿，再公布分数。所以我们00是参考99的录取分来填志愿的，清华这事我们老师说过。99年有个理科的，估分高估了几十分，就填了个清华，服从分配。结果那年清华核物理（要求毕业服从分配）在江苏没招满。,2023-05-31,1,来自北京,中性
我东居然这么出息[苦涩],2023-05-31,1,来自海外,中性
我是99年高考[泪],2023-05-31,0,来自山东,中性
航专，赢,2023-05-31,0,来自江苏,中性
就是我高考那一年[哈哈],2023-05-31,0,来自江苏,积极
当年辽工大也是个211的分啊，现在真是没落了,2023-05-31,0,来自河北,中性
然后我们第二年也就是2000年，又改为先报志愿，然后再考试了[嘻嘻]也是从2000年，好多年高考不考的生物开始高考了。,2023-05-31,0,来自上海,中性
东南大学🐮,2023-05-31,0,来自广东,中性
[doge][doge][doge][doge],2023-05-31,0,来自黑龙江,中性
这还老，我爸8几年考上大学的,2023-05-31,0,来自陕西,中性
我刚出生,2023-05-31,0,来自河南,中性
这一年我才5岁[笑cry],2023-05-31,0,来自河南,中性
广外辉煌过,2023-05-31,0,来自重庆,积极
找找山东的。[挤眼][挤眼][挤眼],2023-05-31,0,来自山东,中性
张雪峰这几年赚的盆满钵满,2023-05-31,0,来自北京,积极
可惜我烟台大学了 应该是这里面现在发展最差的了吧[悲伤],2023-05-31,3,来自山东,消极
好多当年的医学院校已经不在了啊[可怜]山东医科大学这分数线够硬[赞],2023-05-31,0,来自黑龙江,中性
这些年来，物价都乱套了[笑cry],2023-05-31,0,来自江苏,中性
我来瞅瞅有没有五岁上一年级，小学是五年制的在[允悲],2023-05-31,0,来自河北,中性
1999年，小学五升六[并不简单],2023-05-31,0,来自江苏,中性
南昌大学是不招生吗[允悲],2023-05-31,0,来自江西,中性
想起了10年抱着厚厚的书查看分数线报考的我[单身狗],2023-05-31,0,来自广西,中性
西安建大的录取分，吊打一大批985啊[作揖][作揖][作揖],2023-05-31,0,来自陕西,中性
我辽工大何德何能，和南开一个投档线[666],2023-05-31,0,来自上海,中性
估分填志愿时期，盲开,2023-05-31,0,来自北京,中性
当年的江西财经大学[赞]，现在唉,2023-05-31,0,来自浙江,中性
当年湘潭大学好高呀,2023-05-31,0,来自上海,中性
[思考],2023-05-31,0,来自浙江,中性
99级高考，当时我填志愿的时候是不知道自己考了多少分的，分数靠估，志愿靠运气。,2023-05-31,0,来自浙江,消极
那会安大和合工大竟然是一个分[吃惊][吃惊][吃惊],2023-05-31,0,来自安徽,中性
江财分数这么高，跟厦大一样[哆啦A梦害怕],2023-05-31,0,来自江苏,消极
看到了自己的学校，不是这一届，但我当年也是估分报志愿，虽然分考的不高，但是一分没差[笑cry][笑cry],2023-05-31,0,来自辽宁,中性
99年才多少人念书[允悲],2023-05-31,0,来自黑龙江,中性
我是99年高考的，全国一样的试卷,2023-05-31,0,来自江苏,中性
[嘻嘻],2023-05-31,0,来自新疆,积极
石家庄铁道学院,2023-05-31,0,来自山东,中性
原来那个时候文科可以报的学校就那么少[泪][泪][泪],2023-05-31,0,来自陕西,中性
信息不发达的时代 报考都要翻志愿书,2023-05-31,0,来自日本,中性
南京与东南：纵观一档线，只有青霞（清华）和曼玉（北大）能与我俩相提并论,2023-05-31,0,来自浙江,中性
考试前填志愿就是这么惊喜[哈哈],2023-05-31,0,来自北京,积极
北方交通大学[哇]@早川百咏 @皇甫丢丢_,2023-05-31,1,来自北京,中性
这都算老报纸……时间真快,2023-05-31,0,来自北京,中性
那时候满分是多少啊,2023-05-31,0,来自辽宁,中性
清华分数不高啊,2023-05-31,0,来自吉林,消极
那时总分640吧,2023-05-31,0,来自重庆,中性
我那一年考了531，黑龙江[泪],2023-05-31,0,来自山东,中性
我毕业那一年，黑龙江还是估分报志愿，高考很混乱[泪],2023-05-31,0,来自山东,消极
99年江苏高考是全国卷啊，假如记忆可以移植[允悲]，清华分数低是首次实行高考后出分前填志愿，清华只收一志愿啊，据说也是仅有一个565所谓的低分,2023-05-31,0,来自江苏,中性
我理科考了576，在江苏上了个普通的二本医学院,2023-05-31,0,来自江苏,中性
那时候的理科只考语外数理化吧？@张雪峰老师,2023-05-31,0,来自湖南,中性
感慨什么呢？,2023-05-31,0,来自河南,消极
老师后悔了？,2023-05-31,0,来自广东,消极
没人注意到吗？理科分数线竟然比文科高,2023-05-31,1,来自辽宁,消极
呜呜呜，老江科大这么厉害[泪]分数都能上好多211了,2023-05-31,0,来自黑龙江,消极
那时候总分多少呢,2023-05-31,0,来自陕西,中性
那时候江西财大那么高分吗[吃瓜][吃瓜][吃瓜],2023-05-31,2,来自上海,中性
居然是我高考那年。。。。,2023-05-31,0,来自浙江,中性
我们学校还叫青岛海洋大学,2023-05-31,0,来自天津,中性
输麻了,2023-05-31,0,来自江苏,中性
山西就没有一所大学上报吗？,2023-05-31,0,来自山西,中性
二十年前，540多分就能上哈工大，山大[伤心],2023-05-31,0,来自山东,消极
原来是存在文科分数会比理科低的情况啊[二哈],2023-05-31,0,来自湖北,消极
99年上的哈工程,2023-05-31,0,来自天津,中性
第一次大扩招,2023-05-31,0,来自四川,中性
我还没出生,2023-05-31,0,来自北京,中性
我我我,2023-05-31,0,来自江苏,中性
幸好我当年考了350多，没有学霸们的那些烦恼[笑cry],2023-05-31,0,来自重庆,消极
山东医科大学596？,2023-05-31,0,来自山东,中性
张老师，有河北1999年的吗？,2023-05-31,0,来自河北,中性
@手捣杨梅冰,2023-05-31,0,来自湖南,中性
西安建筑科技大学竟有如此辉煌的历史[doge],2023-05-31,0,来自四川,中性
路过，怀念下。,2023-05-31,0,来自浙江,中性
99年还有哈尔滨建筑大学哪,2023-05-31,0,来自黑龙江,中性
南京航空航天大学[举手][举手][举手],2023-05-31,0,来自上海,中性
那时我9岁[doge],2023-05-31,0,来自北京,中性
99年，也是我老公高考的那一年,2023-05-31,0,来自广西,中性
那个年代填志愿，都是风险非常高的事！,2023-05-31,0,来自广西,中性
那年我高二,2023-05-31,0,来自北京,中性
南大东大怎么比清华北大录取线都高,2023-05-31,0,来自江苏,中性
2年后俺参加了高考,2023-05-31,0,来自河北,中性
清华这么低？不会吧[允悲],2023-05-31,0,来自江苏,消极
@hello路人君,2023-05-31,0,来自安徽,中性
那年我实拔sei,2023-05-31,0,来自北京,中性
那个时候还叫南京气象学院,2023-05-31,0,来自江苏,中性
当年我辽工大的的录取分能跟大连理工一个水平？？？[哆啦A梦害怕],2023-05-31,0,来自辽宁,中性
我就是99年高考，浙江的全国卷，印象中数学很难，过的一本线，好像和江苏的分数线差不了多少，但志愿没填好，滑得一塌糊涂。那时候身边也没什么人帮忙填报志愿的指导，互联网又不发达，信息不对称,2023-05-31,0,来自安徽,中性
大庆石油学院！！！你看看你现在在干什么,2023-05-31,0,来自四川,中性
我是这年的，这年一个怪现象，各省好学校的分比清华北大这些名校还高，因为分普遍比98年低，没人敢报外省好学校[污][污],2023-05-31,0,来自北京,中性
多读书，读好书[允悲]//@若水向东流:回复@姓顾的不咸不淡工作脑:[笑cry]你是不是搞不清楚 批次线，调档线，录取线，专业录取线几个分数线之间的关系?//@若水向东流:99年江苏录取线居然这么低?大部分学校录取线都比辽宁同年低[允悲],2023-05-31,0,来自广东,中性
华中理工大学，武汉工业大学，时代的眼泪[doge][doge][doge],2023-05-31,0,来自湖北,中性
99年，我上一届，应该是第一年实行先考后报，坑了一批人[允悲],2023-05-31,0,来自吉林,中性
擦，我鲁那年是标准分第三年。有瘸腿瘸的厉害的科，结果满分900分的标准分情况下，我的高考标准分比平时满分750的模考的看分都低[允悲][允悲]，错失山大数学系，西工大飞行器[允悲][允悲],2023-05-31,0,来自北京,中性
理科分数高文科好多,2023-05-31,0,来自浙江,积极
重点   原来清华当年这么菜，还没我学校分数线高呢[doge],2023-05-31,0,来自上海,中性
学渣的我看了没感觉[允悲],2023-05-31,0,来自北京,中性
那年我考了515，只能上个二本,2023-05-31,0,来自湖北,中性
那年我第一次参加高考[允悲],2023-05-31,0,来自河北,中性
99年的[憧憬],2023-05-31,0,来自江苏,中性
湘潭大学何德何能。。？,2023-05-31,0,来自重庆,中性
我学校当年和川大 重大 苏大一个分[允悲]如今一个破双非,2023-05-31,0,来自陕西,消极
那个年代的大学生的含金量，可怕[doge],2023-05-31,2,来自江苏,消极
[微笑][微笑][微笑],2023-05-31,0,来自河北,中性
528[笑cry],2023-05-31,0,来自江苏,中性
哇塞哇塞好牛[允悲][允悲][允悲],2023-05-31,0,来自上海,积极
木有看到河北学校[泪],2023-05-31,0,来自河北,消极
哇,2023-05-31,0,来自浙江,中性
清华大学怎么那么低,2023-05-31,0,来自上海,中性
我的母校当年529分[允悲],2023-05-31,0,来自河北,中性
我算您师兄了[哈哈]报纸上的那年从湖南出省[二哈][二哈][二哈],2023-05-31,0,来自广东,中性
97年高考的路过，考前填志愿太坑了！,2023-05-31,0,来自江苏,消极
我是那年的，超清华几十分,2023-05-31,0,来自江苏,中性
问下清华北大的录取分数线怎么比南京大学还低呢？,2023-05-31,0,来自上海,中性
复旦比清北高？？？？[费解][费解][费解][费解],2023-05-31,3,来自山西,中性
你的同事也逛贴吧啊,2023-05-31,0,来自天津,中性
山东医科大这么高呀,2023-05-31,0,来自四川,中性
大学第一年扩招，从此很多人改变了命运[笑cry],2023-05-31,0,来自陕西,中性
西安公路交通大学，现在长安大学,2023-05-31,0,来自陕西,中性
北大 清华 怎么分不高,2023-05-31,0,来自江苏,中性
那一年我理科474,2023-05-31,0,来自湖南,中性
我是99年上的大学！[打call][打call][打call],2023-05-31,0,来自山西,中性
那会我才出生[泪],2023-05-31,0,来自广东,中性
巧了，这一年刚出生[允悲],2023-05-31,0,来自广东,中性
99年，俺弟也是这年高考，当年考了678，总分好像900啊，俺们总分900还是八百来,2023-05-31,0,来自山东,中性
我就是那一年的啊，理科551，现在很后悔填报的志愿[二哈],2023-05-31,0,来自北京,中性
想想当年的南京邮电学院[苦涩][苦涩][苦涩],2023-05-31,2,来自江苏,中性
我是比这还早一年上的大学。,2023-05-31,0,来自广东,中性
我6年后高考，一所都考不上~[允悲],2023-05-31,0,来自江西,中性
我11年的成绩放在99年也上不了清华北大，我就死心了,2023-05-31,0,来自山西,消极
这批报清北的都是胆识过人[赞],2023-05-31,0,来自河北,积极
中南政法比中南大学高好多[笑cry],2023-05-31,0,来自湖北,中性
[doge],2023-05-31,0,来自江苏,中性
当年我学校还能排上号，现在[苦涩],2023-05-31,1,来自江苏,中性
哈，看到了我那年的我的学校的分数,2023-05-31,0,来自北京,中性
扬州大学居然和苏州大学一样的分数线,2023-05-31,0,来自江苏,中性
比现在简单的不是一星半点,2023-05-31,0,来自江苏,中性
还有白求恩医科大学[泪][泪][泪][泪]我哭死,2023-05-31,0,来自吉林,消极
清华分数线就比南师大高 3分[疑问]离了个大谱,2023-05-31,0,来自江苏,中性
原来西建大也有这么牛的时候[doge],2023-05-31,0,来自陕西,中性
分数根本不重要，排名和录取率才重要,2023-05-31,0,来自北京,中性
感慨啥？,2023-05-31,0,来自山西,消极
曾经,2023-05-31,0,来自四川,中性
97年高考的路过[允悲],2023-05-31,0,来自江苏,中性
扬大没落了[苦涩][苦涩],2023-05-31,0,来自江苏,中性
这几年有些大学过了 20 多年，分数线还降了[允悲],2023-05-31,0,来自上海,中性
白求恩医科大学,2023-05-31,0,来自广东,中性
那个时代，西安建大的理科分好高。,2023-05-31,0,来自陕西,中性
我就是这一批学生,2023-05-31,0,来自山东,中性
想看94年的，忘了,2023-05-31,0,来自山东,中性
当年的中南政法学院牛逼,2023-05-31,1,来自广东,中性
唯我西南政法大学这么多年，只涨逼格不涨分[doge],2023-05-31,1,来自重庆,中性
湘潭大学最感慨,2023-05-31,0,来自湖南,中性
我就是这一年高考的，有点意外，在江苏招生，华中理工大学当时文理科分数线都比武汉大学高不少呢。不过，我们当时标准分，所以不太好和这里对标了，当时我们叫重点线吧。,2023-05-31,0,来自上海,中性
。？？,2023-05-31,0,来自北京,中性
还真是,2023-05-31,0,来自辽宁,中性
那是投档线，基本都是比较差的专业吧[挖鼻],2023-05-31,0,来自湖南,中性
清华那年才565？,2023-05-31,0,来自北京,中性
我是98年江苏的高考生，提前招生，军校,2023-05-31,0,来自江苏,中性
现在什么牛马学校都是一本，原来的一本就是985[喵喵],2023-05-31,1,来自湖南,中性
文理变化这么大,2023-05-31,0,来自江苏,消极
好像那时候总分650,2023-05-31,0,来自贵州,中性
清华北大我的分也够啊[doge][哈哈],2023-05-31,0,来自湖北,中性
我就是这届的，一模580二模610，原来想冲东南，高考数学悲剧了，560去了双非一本，遗憾，估分填没排名，充满冷门滑档和逆袭,2023-05-31,0,来自江苏,消极
我要是在江苏就好了。我550分，可以上我想去的厦门大学。,2023-05-31,0,来自上海,积极
我校分好高[哆啦A梦害怕],2023-05-31,0,来自北京,中性
@晚安了人类,2023-05-31,0,来自江苏,中性
我姐夫是那一年合格的西安交大自动化，没想到那个年代西交的理科分数线居然跟南京大学持平，只知道当年他高考是那个县城的第一名。,2023-05-31,0,来自日本,中性
多么熟悉的分数线！现在都变啦……,2023-05-31,0,来自北京,消极
北体分居然这么高[允悲],2023-05-31,0,来自北京,中性
江苏省[收到][收到][收到][收到][收到],2023-05-31,0,来自江苏,中性
以前先估分再填志愿，也不知道自己多少分排名多少。反正瞎报瞎上。,2023-05-31,0,来自广东,中性
扬子晚报[嘻嘻],2023-05-31,0,来自浙江,中性
第一批学生毕业的时候我刚一岁[笑cry],2023-05-31,0,来自河南,中性
西建大居然比好的985都高,2023-05-31,3,来自安徽,中性
满满的回忆，当年考完估分，对心理的摧残是很可怕的，发现错一题心里就抖一下[允悲],2023-05-31,0,来自江苏,消极
当时还是叫华纺。。,2023-05-31,0,来自上海,中性
时代的眼泪，95年四川考生，99毕业，一晃快30年了,2023-05-31,0,来自北京,中性
河南没有一所呀,2023-05-31,0,来自河南,中性
1999年江苏高考一本录取线 扩招第一年 感谢高考扩招，直接改变了我的命运。,2023-05-31,0,来自广东,中性
有没有2000年的报纸？,2023-05-31,0,来自江苏,中性
主要是给清华北大补贴太多，资源都去那边了。被美国制裁的大学才是真的需要补贴的大学。,2023-05-31,0,来自广东,中性
烟台大学牛,2023-05-31,0,来自甘肃,中性
[泪]清华530几就能上,2023-05-31,0,来自湖北,中性
哇偶 那会考清华跟考河海一个水平啊[开学季],2023-05-31,0,来自江苏,中性
[允悲],2023-05-31,0,来自天津,中性
西建大当时着实厉害[good],2023-05-31,0,来自宁夏,积极
二十年前也是我想都不敢想的学校,2023-05-31,0,来自湖北,中性
@Adam45295 [泪][泪][泪],2023-05-31,0,来自湖南,中性
原来时光倒流一下，我也能上清华北大！[哈哈],2023-05-31,0,来自辽宁,积极
清华文科。。,2023-05-31,0,来自江苏,中性
辽工大何德何能[允悲],2023-05-31,1,来自辽宁,中性
这么多年过去房价都涨那么多了，唯有这个没咋涨，甚至还有些降的,2023-05-31,0,来自上海,中性
我记得山东好像610分刚够本科线[允悲],2023-05-31,0,来自山东,中性
那时候安大比合工大分还好高,2023-05-31,0,来自安徽,中性
沈阳农业大学和东北大学分数线都是546,2023-05-31,0,来自广东,中性
汕大居然这么高,2023-05-31,0,来自福建,中性
那个时候东南大学录取分数线可以说在十名内，比清华北大复旦都高，但名声一年不如一年啊,2023-05-31,0,来自广东,中性
东华大学榜上无名？,2023-05-31,0,来自江苏,中性
生不逢时,2023-05-31,0,来自河北,中性
无锡轻工大学竟然分这么高，我一直以为是个三本大学啊[允悲],2023-05-31,0,来自江苏,中性
我是那年上了报纸上那个大学[笑cry][笑cry][笑cry],2023-05-31,0,来自广东,中性
我车大何德何能比清北高[苦涩],2023-05-31,1,来自江苏,中性
扬州大学你没落了多少！！！@扬州大学 把我顶上去，谢谢,2023-05-31,0,来自上海,中性
96年的路过，那年我们还是先填志愿，后高考。,2023-05-31,1,来自山东,中性
那时候满分710吧,2023-05-31,0,来自北京,中性
作文，假如记忆可以移植,2023-05-31,1,来自广东,中性
那一年我才出生,2023-05-31,0,来自河南,中性
有啥，大家马大家骑！,2023-05-31,0,来自安徽,中性
中国科学技术大学好厉害啊[苦涩],2023-05-31,0,来自广西,中性
清华跟南大一样的分数,2023-05-31,0,来自江苏,中性
三峡大学前身这么猛吗[doge],2023-05-31,0,来自湖北,中性
清华居然还没有复旦的分数线高,2023-05-31,0,来自陕西,中性
99年刚出生[允悲],2023-05-31,0,来自陕西,中性
俺98年在江苏，530多分，过一本线不足十分，还报错了学校，把甲大学看成乙大学，结果很遗憾，就上了甲大学，稀里糊涂毕业了！,2023-05-31,0,来自江苏,中性
@酸奶疙瘩真好吃啊 @李德利36 [苦涩]当年烟大分数标准211水平啊,2023-05-31,0,来自山东,中性
让我穿越吧[允悲]我家那时候是肯定可以支持我读书的[允悲]但是竞争小太多了[允悲],2023-05-31,0,来自河北,中性
西建大没落了呀,2023-05-31,0,来自陕西,中性
看一下录取名额会更感慨,2023-05-31,0,来自江苏,中性
那时候分数线感觉差距剃度不大，,2023-05-31,0,来自河北,中性
原来北二外以前叫大学[doge],2023-05-31,0,来自山东,中性
北师大nb,2023-05-31,1,来自河南,中性
坏了，我校是二本[泪],2023-05-31,0,来自陕西,中性
我刚出生,2023-05-31,0,来自陕西,中性
536上清华[允悲],2023-05-31,0,来自上海,中性
你这有啥，我还有我们那一届入学名单，光明日报上登的,2023-05-31,0,来自陕西,中性
第一批考上的人，现在都是教授级别的吧[悲伤],2023-05-31,0,来自内蒙古,消极
现在太卷了[允悲]当一个孩子都不容易,2023-05-31,0,来自辽宁,中性
我大连海事那时候得分也不算低了,2023-05-31,0,来自北京,中性
看样子是扬子晚报,2023-05-31,0,来自浙江,中性
12高考毕业的我看99年高考分数怎么那么高，我考不上[允悲]，大西北教育不允许,2023-05-31,0,来自北京,中性
